f685363a77f422ab5b4ad13ff99fd7ae4e8588a2421c72afde9b5c460c3c4225,009d35b327cbc931f9cf172d7a34a20ec26a4322b13205e5e6aa4e25a74d49f0,270482e35233ebf55e64fca8057412056c3bdc4dc81cb3e94d19a1549b10d3dc,259d553c440a51d849762a0dfd5f536cb6c4db5c661f832bb298766284a9b250,c82823011234299f4662556e11f3406094483e520a2837bd4bd7a581247551cb,b18d9b59809f1cb56d4c61223a8ade306100b9652f5cbd422e588fd68c4a5711,333dfba51b0ffc8dd41f48c45fea7857a45124c4b1ad4dd28f4dd1149d646383,f4918ceee715cc908c155f3c235252d8b425a339b91088c75377301ee5f47bdc,25df4c895f82cd568f32d8f3d51797bfda81da12cc58dfd789d485b3a2e1018f,292e252f3829943ecf6c709e39827589b7b14c748d1a3b652f370dca4adde6d4,b962fd1d7b7b2ddeb7f9f98ec7443507400325dadbcedbeb2fac5d999e4e3442,9220a6048647e58afdcab8c49b13cfdfa434729bb07c119f5a3784b500096366,78950da897276abd05e4ce59bcf5ea4a5299ea8dfefafedd1ba0c41fa685aa1e,c125f4afd18436c11bbdefd1cfbe33f8d9c325917d66843fd9efe7204f3665b6,b979e85734e935ae042a7651172ec536d22503f2d3d4cd4cee8986b7c30f4c99,bf1f0ed495b67143970955f8c2fe51fa090e56df3d9db4989244a38cc30941f5,c5c2c8e8c66385ffdb3224f75fd4d3334f2ab28e1572807c1a9380b9fe24bd8d,2d2db7474e7945352633b1cad1265dc3baeb9c81bf9b56143c4cc77e7fe84596,40ca11948c804b4b2018686fb2c92c48a186babce2d3667c66b6ca147a9a8e25,84a90124277b7c717771b314c58995b57e6fbbe98312d9d17a813b7db3b1675f,438cddf85e09c9f3a61791697d931908845c012e16c3161bc330d89e3a0f6505,052f50cb219ba4025d9aa7f7088c701d5ca1e8aae1ce70ed23fc7fbedb5e5d24,e12d91a9ac264492e91b484a8619229bf06dbcdb20643c08146dcb3ede44bc77,69575ff239594d96683c7d7fafbe549d7522263283754dcd990808749c8f9010,f28c814116fc92c2388ed30ef85d7c3705c5726a5dd085f985f0405cc9870210,499e972a87370001db8b000fc7c7211a4820f430a295abf06fcefa0d6485b406,5907eb082cc4c3bbd0a0d0cd8f97462d3155dd7af54311a366c13cfa83bd2f36,9adec0aef214e63dace4b79ce008f065a2f1412fb87ebe0035dcb0d1ed71a3bb,f39aba1a820473fd5b78c7bdb93e2bf7342d6f6a720d06d0de16e5334ff83e2b,4f60f2a6289b45035b72ff0e63862e1b28710ee8900097041f5e30c0e261e449,bba3bf896418eae28d1004a07c6d73524632ac97a5870df9fa6969eb2a56fda6,0cfb3ab1141badf8277b1a83f98b8f37c4b4eeff5bb711dcf9345c2713e7dcc0,873537295e8b6aaccfb806bac076366f7fb0a0ae71927c30576e819c269f7a7d,73bee8784468d7a8b687c8e9b7404c2b45d28d62c8efd25f3ee1c0c7881c54da
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","18","0","900000","0","0","132161","4","140001","0","0","0","250","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","19","0","900000","0","0","132161","4","140001","0","0","0","260","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","20","0","1000000","0","0","132161","4","140001","0","0","0","270","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","21","0","1000000","0","0","132161","4","140001","0","0","0","280","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","22","0","1000000","0","0","132161","4","140001","0","0","0","290","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","23","0","1000000","0","0","132161","4","140001","0","0","0","300","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","24","0","1000000","0","0","132161","4","140001","0","0","0","310","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","25","0","1000000","0","0","132161","4","140001","0","0","0","320","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","26","0","1000000","0","0","132161","4","140001","0","0","0","330","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","27","0","1000000","0","0","132161","4","140001","0","0","0","340","0","10","31216"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","28","0","1000000","0","0","132161","4","140001","0","0","0","350","0","10","31216"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","50000","0","0","132191","4","140001","0","0","0","30","0","5","31219"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","150000","0","0","132191","4","140001","0","0","0","50","0","5","31219"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","250000","0","0","132191","4","140001","0","0","0","70","0","8","31219"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","400000","0","0","132191","4","140001","0","0","0","90","0","10","31219"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","500000","0","0","132191","4","140001","0","0","0","110","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","0","600000","0","0","132191","4","140001","0","0","0","130","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","7","0","600000","0","0","132191","4","140001","0","0","0","140","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","8","0","600000","0","0","132191","4","140001","0","0","0","150","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","9","0","600000","0","0","132191","4","140001","0","0","0","160","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","10","0","600000","0","0","132191","4","140001","0","0","0","170","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","11","0","600000","0","0","132191","4","140001","0","0","0","180","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","12","0","600000","0","0","132191","4","140001","0","0","0","190","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","13","0","600000","0","0","132191","4","140001","0","0","0","200","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","0","800000","0","0","132191","4","140001","0","0","0","210","0","10","31219"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","15","0","800000","0","0","132191","4","140001","0","0","0","220","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","16","0","800000","0","0","132191","4","140001","0","0","0","230","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","17","0","900000","0","0","132191","4","140001","0","0","0","240","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","18","0","900000","0","0","132191","4","140001","0","0","0","250","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","19","0","900000","0","0","132191","4","140001","0","0","0","260","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","20","0","1000000","0","0","132191","4","140001","0","0","0","270","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","21","0","1000000","0","0","132191","4","140001","0","0","0","280","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","22","0","1000000","0","0","132191","4","140001","0","0","0","290","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","23","0","1000000","0","0","132191","4","140001","0","0","0","300","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","24","0","1000000","0","0","132191","4","140001","0","0","0","310","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","25","0","1000000","0","0","132191","4","140001","0","0","0","320","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","26","0","1000000","0","0","132191","4","140001","0","0","0","330","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","27","0","1000000","0","0","132191","4","140001","0","0","0","340","0","10","31219"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","28","0","1000000","0","0","132191","4","140001","0","0","0","350","0","10","31219"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","50000","0","0","132201","4","140001","0","0","0","30","0","5","31220"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","150000","0","0","132201","4","140001","0","0","0","50","0","5","31220"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","250000","0","0","132201","4","140001","0","0","0","70","0","8","31220"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","400000","0","0","132201","4","140001","0","0","0","90","0","10","31220"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","500000","0","0","132201","4","140001","0","0","0","110","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","0","600000","0","0","132201","4","140001","0","0","0","130","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","7","0","600000","0","0","132201","4","140001","0","0","0","140","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","8","0","600000","0","0","132201","4","140001","0","0","0","150","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","9","0","600000","0","0","132201","4","140001","0","0","0","160","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","10","0","600000","0","0","132201","4","140001","0","0","0","170","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","11","0","600000","0","0","132201","4","140001","0","0","0","180","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","12","0","600000","0","0","132201","4","140001","0","0","0","190","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","13","0","600000","0","0","132201","4","140001","0","0","0","200","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","0","800000","0","0","132201","4","140001","0","0","0","210","0","10","31220"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","15","0","800000","0","0","132201","4","140001","0","0","0","220","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","16","0","800000","0","0","132201","4","140001","0","0","0","230","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","17","0","900000","0","0","132201","4","140001","0","0","0","240","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","18","0","900000","0","0","132201","4","140001","0","0","0","250","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","19","0","900000","0","0","132201","4","140001","0","0","0","260","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","20","0","1000000","0","0","132201","4","140001","0","0","0","270","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","21","0","1000000","0","0","132201","4","140001","0","0","0","280","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","22","0","1000000","0","0","132201","4","140001","0","0","0","290","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","23","0","1000000","0","0","132201","4","140001","0","0","0","300","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","24","0","1000000","0","0","132201","4","140001","0","0","0","310","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","25","0","1000000","0","0","132201","4","140001","0","0","0","320","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","26","0","1000000","0","0","132201","4","140001","0","0","0","330","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","27","0","1000000","0","0","132201","4","140001","0","0","0","340","0","10","31220"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","28","0","1000000","0","0","132201","4","140001","0","0","0","350","0","10","31220"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","50000","0","0","138031","4","140001","0","0","0","30","0","5","31803"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","150000","0","0","138031","4","140001","0","0","0","50","0","5","31803"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","250000","0","0","138031","4","140001","0","0","0","70","0","8","31803"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","400000","0","0","138031","4","140001","0","0","0","90","0","10","31803"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","500000","0","0","138031","4","140001","0","0","0","110","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","0","600000","0","0","138031","4","140001","0","0","0","130","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","7","0","600000","0","0","138031","4","140001","0","0","0","140","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","8","0","600000","0","0","138031","4","140001","0","0","0","150","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","9","0","600000","0","0","138031","4","140001","0","0","0","160","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","10","0","600000","0","0","138031","4","140001","0","0","0","170","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","11","0","600000","0","0","138031","4","140001","0","0","0","180","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","12","0","600000","0","0","138031","4","140001","0","0","0","190","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","13","0","600000","0","0","138031","4","140001","0","0","0","200","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","0","800000","0","0","138031","4","140001","0","0","0","210","0","10","31803"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","15","0","800000","0","0","138031","4","140001","0","0","0","220","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","16","0","800000","0","0","138031","4","140001","0","0","0","230","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","17","0","900000","0","0","138031","4","140001","0","0","0","240","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","18","0","900000","0","0","138031","4","140001","0","0","0","250","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","19","0","900000","0","0","138031","4","140001","0","0","0","260","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","20","0","1000000","0","0","138031","4","140001","0","0","0","270","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","21","0","1000000","0","0","138031","4","140001","0","0","0","280","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","22","0","1000000","0","0","138031","4","140001","0","0","0","290","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","23","0","1000000","0","0","138031","4","140001","0","0","0","300","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","24","0","1000000","0","0","138031","4","140001","0","0","0","310","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","25","0","1000000","0","0","138031","4","140001","0","0","0","320","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","26","0","1000000","0","0","138031","4","140001","0","0","0","330","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","27","0","1000000","0","0","138031","4","140001","0","0","0","340","0","10","31803"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","28","0","1000000","0","0","138031","4","140001","0","0","0","350","0","10","31803"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","50000","0","0","132211","4","140001","0","0","0","30","0","5","31221"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","150000","0","0","132211","4","140001","0","0","0","50","0","5","31221"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","250000","0","0","132211","4","140001","0","0","0","70","0","8","31221"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","400000","0","0","132211","4","140001","0","0","0","90","0","10","31221"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","500000","0","0","132211","4","140001","0","0","0","110","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","0","600000","0","0","132211","4","140001","0","0","0","130","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","7","0","600000","0","0","132211","4","140001","0","0","0","140","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","8","0","600000","0","0","132211","4","140001","0","0","0","150","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","9","0","600000","0","0","132211","4","140001","0","0","0","160","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","10","0","600000","0","0","132211","4","140001","0","0","0","170","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","11","0","600000","0","0","132211","4","140001","0","0","0","180","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","12","0","600000","0","0","132211","4","140001","0","0","0","190","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","13","0","600000","0","0","132211","4","140001","0","0","0","200","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","0","800000","0","0","132211","4","140001","0","0","0","210","0","10","31221"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","15","0","800000","0","0","132211","4","140001","0","0","0","220","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","16","0","800000","0","0","132211","4","140001","0","0","0","230","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","17","0","900000","0","0","132211","4","140001","0","0","0","240","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","18","0","900000","0","0","132211","4","140001","0","0","0","250","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","19","0","900000","0","0","132211","4","140001","0","0","0","260","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","20","0","1000000","0","0","132211","4","140001","0","0","0","270","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","21","0","1000000","0","0","132211","4","140001","0","0","0","280","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","22","0","1000000","0","0","132211","4","140001","0","0","0","290","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","23","0","1000000","0","0","132211","4","140001","0","0","0","300","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","24","0","1000000","0","0","132211","4","140001","0","0","0","310","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","25","0","1000000","0","0","132211","4","140001","0","0","0","320","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","26","0","1000000","0","0","132211","4","140001","0","0","0","330","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","27","0","1000000","0","0","132211","4","140001","0","0","0","340","0","10","31221"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","28","0","1000000","0","0","132211","4","140001","0","0","0","350","0","10","31221"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","50000","0","0","132221","4","140001","0","0","0","30","0","5","31222"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","150000","0","0","132221","4","140001","0","0","0","50","0","5","31222"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","250000","0","0","132221","4","140001","0","0","0","70","0","8","31222"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","400000","0","0","132221","4","140001","0","0","0","90","0","10","31222"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","500000","0","0","132221","4","140001","0","0","0","110","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","0","600000","0","0","132221","4","140001","0","0","0","130","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","7","0","600000","0","0","132221","4","140001","0","0","0","140","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","8","0","600000","0","0","132221","4","140001","0","0","0","150","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","9","0","600000","0","0","132221","4","140001","0","0","0","160","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","10","0","600000","0","0","132221","4","140001","0","0","0","170","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","11","0","600000","0","0","132221","4","140001","0","0","0","180","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","12","0","600000","0","0","132221","4","140001","0","0","0","190","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","13","0","600000","0","0","132221","4","140001","0","0","0","200","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","0","800000","0","0","132221","4","140001","0","0","0","210","0","10","31222"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","15","0","800000","0","0","132221","4","140001","0","0","0","220","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","16","0","800000","0","0","132221","4","140001","0","0","0","230","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","17","0","900000","0","0","132221","4","140001","0","0","0","240","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","18","0","900000","0","0","132221","4","140001","0","0","0","250","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","19","0","900000","0","0","132221","4","140001","0","0","0","260","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","20","0","1000000","0","0","132221","4","140001","0","0","0","270","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","21","0","1000000","0","0","132221","4","140001","0","0","0","280","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","22","0","1000000","0","0","132221","4","140001","0","0","0","290","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","23","0","1000000","0","0","132221","4","140001","0","0","0","300","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","24","0","1000000","0","0","132221","4","140001","0","0","0","310","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","25","0","1000000","0","0","132221","4","140001","0","0","0","320","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","26","0","1000000","0","0","132221","4","140001","0","0","0","330","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","27","0","1000000","0","0","132221","4","140001","0","0","0","340","0","10","31222"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","28","0","1000000","0","0","132221","4","140001","0","0","0","350","0","10","31222"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","50000","0","0","132231","4","140001","0","0","0","30","0","5","31223"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","150000","0","0","132231","4","140001","0","0","0","50","0","5","31223"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","250000","0","0","132231","4","140001","0","0","0","70","0","8","31223"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","400000","0","0","132231","4","140001","0","0","0","90","0","10","31223"
"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","500000","0","0","132231","4","140001","0","0","0","110","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","0","600000","0","0","132231","4","140001","0","0","0","130","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","7","0","600000","0","0","132231","4","140001","0","0","0","140","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","8","0","600000","0","0","132231","4","140001","0","0","0","150","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","9","0","600000","0","0","132231","4","140001","0","0","0","160","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","10","0","600000","0","0","132231","4","140001","0","0","0","170","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","11","0","600000","0","0","132231","4","140001","0","0","0","180","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","12","0","600000","0","0","132231","4","140001","0","0","0","190","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","13","0","600000","0","0","132231","4","140001","0","0","0","200","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","0","800000","0","0","132231","4","140001","0","0","0","210","0","10","31223"
"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","15","0","800000","0","0","132231","4","140001","0","0","0","220","0","10","31223"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","16","0","800000","0","0","132231","4","140001","0","0","0","230","0","10","31223"
"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","17","0","900000","0","0","132231","4","140001","0","0","0","240","0","10","31223"
