e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e
"","1.67","","","","","93","0","40095","1400950071",""
"","","","","","","111","","40095","1400950072",""
"","0","","","","","91","0","40095","1400950073",""
"0.65","401000","1","0","-55","","31","401000","40101","1401010001",""
"-73","0","1","55","0","0","5","0","40101","1401010002","normal"
"","0","","","","","91","0","40101","1401010003",""
"-140","2","1","51","-1000","0","1","1000001","40102","1401020001","<weapon>_idle"
"-140","20","0.6","50","185","0","5","20","40102","1401020002","idle"
"1","401001","1","0","0","","31","401001","40102","1401020003",""
"1","401002","1","0","0","","31","401002","40102","1401020004",""
"1","401003","0","-1000","-140","","31","401003","40102","1401020005",""
"1","401004","0","185","-60","","31","401004","40102","1401020006",""
"0.7","401005","0","135","-100","","31","401005","40102","1401020007",""
"1","400010","1","0","0","","31","400010","40102","1401020008",""
"","0","","","","","91","0","40102","1401020009",""
"","0.7","","","","","93","0","40102","1401020010",""
"","1000001","0.2","1","","","3","<weapon>_run","40102","1401020011",""
"0","1000001","","-140","1.5","","2","-170","40102","1401020012",""
"","401003","","","","","32","1","40102","1401020013",""
"0","401003","","-140","1.5","","33","-170","40102","1401020014",""
"","0.2","","","","","93","0","40102","1401020015",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_foot","40102","1401020016",""
"","0.5","","","","","93","0","40102","1401020017",""
"0","1000001","20","0.5","0","220","12","4","40102","1401020018",""
"","0.04","","","","","93","0","40102","1401020019",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_emote_notice","40102","1401020020",""
"","1401020012","","","","","91","","40102","1401020021",""
"","1000001","0","1","","","3","<weapon>_idle","40102","1401020022",""
"","401003","","","","","32","0","40102","1401020023",""
"","0.5","","","","","93","0","40102","1401020024",""
"1","1000001","0","0","<weapon>_idle","0","3","<weapon>_attack_skipQuest","40102","1401020025",""
"","0.1","","","","","93","0","40102","1401020026",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_attack_jump","40102","1401020027",""
"","0.06","","","","","93","0","40102","1401020028",""
"","401004","","","","","32","1","40102","1401020029",""
"","20","0","0","","","3","die","40102","1401020030",""
"","0.25","","","","","93","0","40102","1401020031",""
"","401005","","","","","32","1","40102","1401020032",""
"","0.14","","","","","93","0","40102","1401020033",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_fadeout","40102","1401020034",""
"","1401020030","","","","","91","","40102","1401020035",""
"0","20","0.5","1","1","","6","1","40102","1401020036",""
"","0.04","","","","","93","0","40102","1401020037",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_drop_box","40102","1401020038",""
"","1401020036","","","","","91","","40102","1401020039",""
"","1000001","0","0","","","3","<weapon>_joy_short","40102","1401020040",""
"","0.54","","","","","93","0","40102","1401020041",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_joy","40102","1401020042",""
"","1401020040","","","","","91","","40102","1401020043",""
"","","","","","","111","","40102","1401020044",""
"","0","","","","","91","","40102","1401020045",""
"0.65","401000","1","0","-55","","31","401000","40111","1401110001",""
"-73","0","1","55","0","0","5","0","40111","1401110002","normal"
"","0","","","","","91","0","40111","1401110003",""
"-140","2","1","51","-1000","0","1","1000001","40112","1401120001","<weapon>_idle"
"-140","21","0.6","50","190","0","5","21","40112","1401120002","idle"
"1","401001","1","0","0","","31","401001","40112","1401120003",""
"1","401002","1","0","0","","31","401002","40112","1401120004",""
"1","401003","0","-1000","-140","","31","401003","40112","1401120005",""
"1","401004","0","210","10","","31","401004","40112","1401120006",""
"0.7","401006","0","135","-100","","31","401006","40112","1401120007",""
"1","400011","1","0","0","","31","400011","40112","1401120008",""
"","0","","","","","91","0","40112","1401120009",""
"","0.7","","","","","93","0","40112","1401120010",""
"","1000001","0.2","1","","","3","<weapon>_run","40112","1401120011",""
"0","1000001","","-140","1.5","","2","-170","40112","1401120012",""
"","401003","","","","","32","1","40112","1401120013",""
"0","401003","","-140","1.5","","33","-170","40112","1401120014",""
"","0.2","","","","","93","0","40112","1401120015",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_foot","40112","1401120016",""
"","0.5","","","","","93","0","40112","1401120017",""
"0","1000001","20","0.5","0","220","12","4","40112","1401120018",""
"","0.04","","","","","93","0","40112","1401120019",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_emote_notice","40112","1401120020",""
"","1401120012","","","","","91","","40112","1401120021",""
"","1000001","0","1","","","3","<weapon>_idle","40112","1401120022",""
"","401003","","","","","32","0","40112","1401120023",""
"","0.5","","","","","93","0","40112","1401120024",""
"1","1000001","0","0","<weapon>_idle","0","3","<weapon>_attack_skipQuest","40112","1401120025",""
"","0.1","","","","","93","0","40112","1401120026",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_attack_jump","40112","1401120027",""
"","0.06","","","","","93","0","40112","1401120028",""
"","401004","","","","","32","1","40112","1401120029",""
"","21","0","0","","","3","die","40112","1401120030",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_wyvern_fall","40112","1401120031",""
"","1.4","","","","","93","0","40112","1401120032",""
"","401006","","","","","32","1","40112","1401120033",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_fadeout","40112","1401120034",""
"","0.1","","","","","93","0","40112","1401120035",""
"","0","","0.2","","","122","24","40112","1401120036",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_appear_silverbox","40112","1401120037",""
"","1401120030","","","","","91","","40112","1401120038",""
"0","21","0.5","1","1","","6","1","40112","1401120039",""
"","0.5","","","","","93","0","40112","1401120040",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_drop_silverbox","40112","1401120041",""
"","1401120039","","","","","91","","40112","1401120042",""
"","1000001","0","0","","","3","<weapon>_joy_short","40112","1401120043",""
"","0.54","","","","","93","0","40112","1401120044",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_joy","40112","1401120045",""
"","1401120043","","","","","91","","40112","1401120046",""
"","","","","","","111","","40112","1401120047",""
"","0","","","","","91","","40112","1401120048",""
"0.65","401000","1","0","-55","","31","401000","40121","1401210001",""
"-73","0","1","55","0","0","5","0","40121","1401210002","normal"
"","0","","","","","91","0","40121","1401210003",""
"-140","2","1","51","-1100","0","1","1000001","40122","1401220001","<weapon>_idle"
"-140","22","1","50","220","0","5","22","40122","1401220002","idle"
"1","401001","1","0","0","","31","401001","40122","1401220003",""
"1","401002","1","0","0","","31","401002","40122","1401220004",""
"1","401003","0","-1100","-140","","31","401003","40122","1401220005",""
"1","401004","0","210","-30","","31","4010041","40122","1401220006",""
"1","401004","0","210","-30","","31","4010042","40122","1401220007",""
"0.7","401007","0","135","-100","","31","401007","40122","1401220008",""
"0.8","401008","0","215","-135","","31","401008","40122","1401220009",""
"1","400012","1","0","0","","31","400012","40122","1401220010",""
"","0","","","","","91","0","40122","1401220011",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_wipe","40122","1401220012",""
"1","22","0.2","0","idle","0.2","3","awake","40122","1401220013",""
"","0.83","","","","","93","0","40122","1401220014",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_move_minotaur","40122","1401220015",""
"","0.07","","","","","93","0","40122","1401220016",""
"","0","","0.7","","","122","24","40122","1401220017",""
"","0.5","","","","","93","0","40122","1401220018",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_move_minotaur2","40122","1401220019",""
"","1.3","","","","","93","0","40122","1401220020",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_awake_minotaur","40122","1401220021",""
"","401008","","","","","32","1","40122","1401220022",""
"","0","","1","","","122","48","40122","1401220023",""
"","1.27","","","","","93","0","40122","1401220024",""
"","1000001","0.2","1","","","3","<weapon>_run","40122","1401220025",""
"0","1000001","","-140","1.5","","2","-170","40122","1401220026",""
"","401003","","","","","32","1","40122","1401220027",""
"0","401003","","-140","1.5","","33","-170","40122","1401220028",""
"","0.2","","","","","93","0","40122","1401220029",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_foot","40122","1401220030",""
"","0.5","","","","","93","0","40122","1401220031",""
"0","1000001","20","0.5","0","220","12","4","40122","1401220032",""
"","0.04","","","","","93","0","40122","1401220033",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_emote_notice","40122","1401220034",""
"","1401220026","","","","","91","","40122","1401220035",""
"","1000001","0","1","","","3","<weapon>_idle","40122","1401220036",""
"","401003","","","","","32","0","40122","1401220037",""
"","0.5","","","","","93","0","40122","1401220038",""
"1","1000001","0","0","<weapon>_idle","0","3","<weapon>_attack_skipQuest","40122","1401220039",""
"","0.1","","","","","93","0","40122","1401220040",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_attack_jump","40122","1401220041",""
"","0.06","","","","","93","0","40122","1401220042",""
"","4010041","","","","","32","1","40122","1401220043",""
"1","22","0","0","idle","0","3","damage","40122","1401220044",""
"","1.6","","","","","93","0","40122","1401220045",""
"1","1000001","0","0","<weapon>_idle","0","3","<weapon>_attack_skipQuest","40122","1401220046",""
"","0.1","","","","","93","0","40122","1401220047",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_attack_jump","40122","1401220048",""
"","0.06","","","","","93","0","40122","1401220049",""
"","4010042","","","","","32","1","40122","1401220050",""
"","22","0","0","","","3","die","40122","1401220051",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_die_minotaur","40122","1401220052",""
"","1.67","","","","","93","0","40122","1401220053",""
"","401007","","","","","32","1","40122","1401220054",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_die_minotaur2","40122","1401220055",""
"","0.1","","","","","93","0","40122","1401220056",""
"","0","","0.2","","","122","24","40122","1401220057",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_appear_goldenbox","40122","1401220058",""
"","1401220051","","","","","91","","40122","1401220059",""
"0","22","0.5","1","1","","6","1","40122","1401220060",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_fadeout","40122","1401220061",""
"","0.2","","","","","93","0","40122","1401220062",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_drop_goldenbox","40122","1401220063",""
"","1401220060","","","","","91","","40122","1401220064",""
"","1000001","0","0","","","3","<weapon>_joy_short","40122","1401220065",""
"","0.54","","","","","93","0","40122","1401220066",""
"","se_travel_top","","0","","","23","se_travel_top_defeat_joy","40122","1401220067",""
"","1401220065","","","","","91","","40122","1401220068",""
"","","","","","","111","","40122","1401220069",""
"","0","","","","","91","","40122","1401220070",""
"0.65","401300","1","0","-55","","31","401300","40131","1401310001",""
"-73","0","1","55","0","0","5","0","40131","1401310002","normal"
"","0","","","","","91","0","40131","1401310003",""
"-195","1","1.75","56","-20","0","1","1000001","40132","1401320001","travel_topdrama_r_4000_idle"
"-140","1","1.75","55","-260","0","1","1000002","40132","1401320002","travel_topdrama_r_4000_idle"
"-140","1","1.75","54","-450","0","1","1000003","40132","1401320003","travel_topdrama_r_4000_idle"
"-150","7","1","53","435","0","5","7","40132","1401320004","travel_topdrama_r_4013_static"
"-2000","8","1.75","57","-2000","0","5","8","40132","1401320005","travel_topdrama_r_4013_catch_1"
"1","401301","1","0","0","","31","401301","40132","1401320006",""
"1","401303","1","0","0","","31","401303","40132","1401320007",""
"1","401304","0","50","68","","31","401304","40132","1401320008",""
"1","401305","0","312","-158","","31","401305","40132","1401320009",""
"1","401306","0","312","-158","","31","401306","40132","1401320010",""
"0.8","401307","0","36","188","","31","401307","40132","1401320011",""
"1","401308","0","-258","200","","31","401308","40132","1401320012",""
"1","401318","0","-437","255","","31","4013082","40132","1401320013",""
"1","401309","0","120","-15","","31","401309","40132","1401320014",""
"1","401310","0","120","-15","","31","401310","40132","1401320015",""
"1","401312","0","-42","-91","","31","401312","40132","1401320016",""
"1","401313","0","0","0","","31","401313","40132","1401320017",""
"1","401314","0","0","0","","31","401314","40132","1401320018",""
"1","400013","1","0","0","","31","400013","40132","1401320019",""
"","0","","","","","91","0","40132","1401320020",""
"","1","","","","","93","0","40132","1401320021",""
"","1000001","0.2","0","","","3","travel_topdrama_r_4013_touch_1","40132","1401320022",""
"","se_travel_top","","","","","23","se_travel_top_aruma_01","40132","1401320023",""
"","401309","","","","","32","1","40132","1401320024",""
"","1","","","","","93","0","40132","1401320025",""
"","7","0","0","","","3","travel_topdrama_r_4013_danger_1","40132","1401320026",""
"","1.63","","","","","93","0","40132","1401320027",""
"","se_travel_top","","","","","23","se_travel_top_aruma_04","40132","1401320028",""
"","0.04","","","","","93","0","40132","1401320029",""
"","1000001","0.6","1","","","3","travel_topdrama_r_4013_touch_loop","40132","1401320030",""
"","0.4","","","","","93","0","40132","1401320031",""
"","se_travel_top","","","","","23","se_travel_top_aruma_05","40132","1401320032",""
"","1.33","","","","","93","0","40132","1401320033",""
"0","8","","-195","0","","2","-20","40132","1401320034",""
"0","8","0","0","","0","3","travel_topdrama_r_4013_catch_1","40132","1401320035",""
"","se_travel_top","","","","","23","se_travel_top_aruma_06","40132","1401320036",""
"0","7","0.1","0","travel_topdrama_r_4013_static","0.1","3","travel_topdrama_r_4013_safe","40132","1401320037",""
"1","1000001","0.1","0","travel_topdrama_r_4013_runaway","0","3","travel_topdrama_r_4013_catch","40132","1401320038",""
"","401313","","","","","32","1","40132","1401320039",""
"","0.66","","","","","93","0","40132","1401320040",""
"","401312","","","","","32","1","40132","1401320041",""
"","se_travel_top","","","","","23","se_travel_top_aruma_07","40132","1401320042",""
"","0.97","","","","","93","0","40132","1401320043",""
"","1000001","","","","","4","1","40132","1401320044",""
"1","1000001","0","1","","","3","travel_topdrama_r_4013_runaway","40132","1401320045",""
"1","1000002","0.1","1","","","3","travel_topdrama_r_4000_run_normal","40132","1401320046",""
"1","1000003","0.1","1","","","3","travel_topdrama_r_4000_run_normal","40132","1401320047",""
"","se_travel_top","","","","","23","se_travel_top_aruma_08","40132","1401320048",""
"0","8","","","","","4","1","40132","1401320049",""
"0","8","","-195","2.5","","2","-1600","40132","1401320050",""
"1","8","0","1","","0","3","travel_topdrama_r_4013_runaway_1","40132","1401320051",""
"0","1000001","","-195","2.5","","2","-1600","40132","1401320052",""
"0","1000002","","-195","1.4","","2","-20","40132","1401320053",""
"0","1000003","","-140","1.4","","2","-215","40132","1401320054",""
"","1.4","","","","","93","0","40132","1401320055",""
"","401310","","","","","32","1","40132","1401320056",""
"","1000002","0.2","0","","","3","travel_topdrama_r_4013_touch_2","40132","1401320057",""
"","1000003","0.2","1","","","3","travel_topdrama_r_4000_idle","40132","1401320058",""
"","1","","","","","93","0","40132","1401320059",""
"","7","0","0","","","3","travel_topdrama_r_4013_danger_2","40132","1401320060",""
"","1.67","","","","","93","0","40132","1401320061",""
"","401304","","","","","32","1","40132","1401320062",""
"","se_travel_top","","","","","23","se_travel_top_aruma_10","40132","1401320063",""
"","0.3","","","","","93","0","40132","1401320064",""
"","1000002","0.6","1","","","3","travel_topdrama_r_4013_touch_loop","40132","1401320065",""
"","0.1","","","","","93","0","40132","1401320066",""
"","se_travel_top","","","","","23","se_travel_top_aruma_05","40132","1401320067",""
"","0.06","","","","","93","0","40132","1401320068",""
"","401307","","","","","32","1","40132","1401320069",""
"","0.57","","","","","93","0","40132","1401320070",""
"","401314","","","","","32","1","40132","1401320071",""
"1","7","0.1","0","travel_topdrama_r_4013_idle","0.1","3","travel_topdrama_r_4013_out","40132","1401320072",""
"","se_travel_top","","","","","23","se_travel_top_aruma_18","40132","1401320073",""
"","401308","","","","","32","1","40132","1401320074",""
"","4013082","","","","","32","1","40132","1401320075",""
"","0.1","","","","","93","0","40132","1401320076",""
"1","1000002","0","0","travel_topdrama_r_4013_run","0","3","travel_topdrama_r_4013_shock","40132","1401320077",""
"1","1000003","0","0","travel_topdrama_r_4013_run","0","3","travel_topdrama_r_4013_shock","40132","1401320078",""
"","0.86","","","","","93","0","40132","1401320079",""
"","1000002","0","1","","","3","travel_topdrama_r_4013_run","40132","1401320080",""
"","1000003","0","1","","","3","travel_topdrama_r_4013_run","40132","1401320081",""
"0","1000002","","-195","2.5","","2","-1600","40132","1401320082",""
"0","1000003","","-140","2.5","","2","-1600","40132","1401320083",""
"","0.07","","","","","93","0","40132","1401320084",""
"","0","","0.4","","","122","24","40132","1401320085",""
"","401305","","","","","32","1","40132","1401320086",""
"","401306","","","","","32","1","40132","1401320087",""
"","0.9","","","","","93","0","40132","1401320088",""
"","se_travel_top","","","","","23","se_travel_top_aruma_21","40132","1401320089",""
"","1.1","","","","","93","0","40132","1401320090",""
"","0","","","","","111","","40132","1401320091",""
"","0","","","","","91","","40132","1401320092",""
"0.65","401300","1","0","-55","","31","401300","40141","1401410001",""
"-73","0","1","55","0","0","5","0","40141","1401410002","normal"
"","0","","","","","91","0","40141","1401410003",""
"-195","1","1.75","56","-20","0","1","1000001","40142","1401420001","travel_topdrama_r_4000_idle"
"-140","1","1.75","55","-260","0","1","1000002","40142","1401420002","travel_topdrama_r_4000_idle"
"-140","1","1.75","54","-450","0","1","1000003","40142","1401420003","travel_topdrama_r_4000_idle"
"-150","7","1","53","435","0","5","7","40142","1401420004","travel_topdrama_r_4013_static"
"-2000","8","1.75","57","-2000","0","5","8","40142","1401420005","travel_topdrama_r_4013_catch_1"
"1","401301","1","0","0","","31","401301","40142","1401420006",""
"1","401303","1","0","0","","31","401303","40142","1401420007",""
"1","401304","0","40","78","","31","401304","40142","1401420008",""
"1","401304","0","40","78","","31","4013042","40142","1401420009",""
"1","401305","0","312","-158","","31","401305","40142","1401420010",""
"1","401306","0","312","-158","","31","401306","40142","1401420011",""
"0.8","401307","0","36","188","","31","401307","40142","1401420012",""
"1","401308","0","-258","200","","31","401308","40142","1401420013",""
"1","401308","0","-437","255","","31","4013082","40142","1401420014",""
"1","401309","0","120","-15","","31","401309","40142","1401420015",""
"1","401310","0","120","-15","","31","401310","40142","1401420016",""
"1","401311","0","120","-10","","31","401311","40142","1401420017",""
"1","401312","0","-42","-91","","31","401312","40142","1401420018",""
"1","401312","0","-42","-91","","31","4013122","40142","1401420019",""
"1","401313","0","0","0","","31","401313","40142","1401420020",""
"1","401313","0","0","0","","31","4013132","40142","1401420021",""
"1","401314","0","0","0","","31","401314","40142","1401420022",""
"1","400014","1","0","0","","31","401400","40142","1401420023",""
"","0","","","","","91","0","40142","1401420024",""
"","1","","","","","93","0","40142","1401420025",""
"1","1000001","0.3","0","travel_topdrama_r_4013_touch_loop","","3","travel_topdrama_r_4013_touch_1","40142","1401420026",""
"","se_travel_top","","","","","23","se_travel_top_aruma_01","40142","1401420027",""
"","401309","","","","","32","1","40142","1401420028",""
"","1","","","","","93","0","40142","1401420029",""
"","7","0","0","","","3","travel_topdrama_r_4013_danger_1","40142","1401420030",""
"","1.63","","","","","93","0","40142","1401420031",""
"","se_travel_top","","","","","23","se_travel_top_aruma_04","40142","1401420032",""
"","0.04","","","","","93","0","40142","1401420033",""
"","1000001","0.3","1","","","3","travel_topdrama_r_4013_touch_loop","40142","1401420034",""
"","0.4","","","","","93","0","40142","1401420035",""
"","se_travel_top","","","","","23","se_travel_top_aruma_05","40142","1401420036",""
"","1.33","","","","","93","0","40142","1401420037",""
"0","8","","-195","0","","2","-20","40142","1401420038",""
"0","8","0","0","","","3","travel_topdrama_r_4013_catch_1","40142","1401420039",""
"","se_travel_top","","","","","23","se_travel_top_aruma_06","40142","1401420040",""
"0","7","0.1","0","travel_topdrama_r_4013_static","0.1","3","travel_topdrama_r_4013_safe","40142","1401420041",""
"","1000001","0.1","0","","","3","travel_topdrama_r_4013_catch","40142","1401420042",""
"","401313","","","","","32","1","40142","1401420043",""
"","0.66","","","","","93","0","40142","1401420044",""
"","401312","","","","","32","1","40142","1401420045",""
"","se_travel_top","","","","","23","se_travel_top_aruma_07","40142","1401420046",""
"","0.97","","","","","93","0","40142","1401420047",""
"","1000001","","","","","4","1","40142","1401420048",""
"","1000001","0","1","","","3","travel_topdrama_r_4013_runaway","40142","1401420049",""
"","1000002","0.1","1","","","3","travel_topdrama_r_4000_run_normal","40142","1401420050",""
"","1000003","0.1","1","","","3","travel_topdrama_r_4000_run_normal","40142","1401420051",""
"","se_travel_top","","","","","23","se_travel_top_aruma_08","40142","1401420052",""
"0","8","","","","","4","1","40142","1401420053",""
"0","8","","-195","2.5","","2","-1600","40142","1401420054",""
"1","8","0","1","","","3","travel_topdrama_r_4013_runaway_1","40142","1401420055",""
"0","1000001","","-195","2.5","","2","-1600","40142","1401420056",""
"0","1000002","","-195","1.4","","2","-20","40142","1401420057",""
"0","1000003","","-140","1.4","","2","-215","40142","1401420058",""
"","1.4","","","","","93","0","40142","1401420059",""
"","401310","","","","","32","1","40142","1401420060",""
"1","1000002","0.2","0","travel_topdrama_r_4013_touch_loop","0.3","3","travel_topdrama_r_4013_touch_2","40142","1401420061",""
"","1000003","0.2","1","","","3","travel_topdrama_r_4000_idle","40142","1401420062",""
"","1","","","","","93","0","40142","1401420063",""
"","7","0","0","","","3","travel_topdrama_r_4013_danger_2","40142","1401420064",""
"","1.67","","","","","93","0","40142","1401420065",""
"","401304","","","","","32","1","40142","1401420066",""
"","se_travel_top","","","","","23","se_travel_top_aruma_10","40142","1401420067",""
"","0.3","","","","","93","0","40142","1401420068",""
"","1000002","0.3","1","","","3","travel_topdrama_r_4013_touch_loop","40142","1401420069",""
"","0.2","","","","","93","0","40142","1401420070",""
"","se_travel_top","","","","","23","se_travel_top_aruma_05","40142","1401420071",""
"","0.83","","","","","93","0","40142","1401420072",""
"0","8","","","","","4","0","40142","1401420073",""
"0","8","","-195","0","","2","-20","40142","1401420074",""
"","8","0","0","","","3","travel_topdrama_r_4013_catch_2","40142","1401420075",""
"","se_travel_top","","","","","23","se_travel_top_aruma_11","40142","1401420076",""
"0","7","0.1","0","travel_topdrama_r_4013_static","0.1","3","travel_topdrama_r_4013_safe","40142","1401420077",""
"1","1000002","0.1","0","travel_topdrama_r_4013_runaway","0","3","travel_topdrama_r_4013_catch","40142","1401420078",""
"","4013132","","","","","32","1","40142","1401420079",""
"","0.66","","","","","93","0","40142","1401420080",""
"","4013122","","","","","32","1","40142","1401420081",""
"","se_travel_top","","","","","23","se_travel_top_aruma_12","40142","1401420082",""
"","0.97","","","","","93","0","40142","1401420083",""
"","1000002","","","","","4","1","40142","1401420084",""
"","1000002","0","1","","","3","travel_topdrama_r_4013_runaway","40142","1401420085",""
"","1000003","0.1","1","","","3","travel_topdrama_r_4000_run_normal","40142","1401420086",""
"","se_travel_top","","","","","23","se_travel_top_aruma_08","40142","1401420087",""
"0","8","","","","","4","1","40142","1401420088",""
"0","8","","-195","2.5","","2","-1600","40142","1401420089",""
"","8","0","1","","","3","travel_topdrama_r_4013_runaway_2","40142","1401420090",""
"0","1000002","","-195","2.5","","2","-1600","40142","1401420091",""
"0","1000003","","-195","1.4","","2","-20","40142","1401420092",""
"","1.4","","","","","93","0","40142","1401420093",""
"1","1000003","0.2","0","travel_topdrama_r_4013_touch_loop","0.3","3","travel_topdrama_r_4013_touch_3","40142","1401420094",""
"","401311","","","","","32","1","40142","1401420095",""
"","1","","","","","93","0","40142","1401420096",""
"","7","0","0","","","3","travel_topdrama_r_4013_danger_3_in","40142","1401420097",""
"","2.16","","","","","93","0","40142","1401420098",""
"","4013042","","","","","32","1","40142","1401420099",""
"","0.54","","","","","93","0","40142","1401420100",""
"","1000003","0.3","1","","","3","travel_topdrama_r_4013_touch_loop","40142","1401420101",""
"","0.34","","","","","93","0","40142","1401420102",""
"","401307","","","","","32","1","40142","1401420103",""
"","0.5","","","","","93","0","40142","1401420104",""
"","401314","","","","","32","1","40142","1401420105",""
"1","7","0.1","0","travel_topdrama_r_4013_idle","0.1","3","travel_topdrama_r_4013_out","40142","1401420106",""
"","se_travel_top","","","","","23","se_travel_top_aruma_18","40142","1401420107",""
"","401308","","","","","32","1","40142","1401420108",""
"","0.1","","","","","93","0","40142","1401420109",""
"1","1000003","0","0","travel_topdrama_r_4013_run","0","3","travel_topdrama_r_4013_shock","40142","1401420110",""
"","0.86","","","","","93","0","40142","1401420111",""
"","1000003","0","1","","","3","travel_topdrama_r_4013_run","40142","1401420112",""
"0","1000003","","-195","2.5","","2","-1600","40142","1401420113",""
"","0.07","","","","","93","0","40142","1401420114",""
"","0","","0.4","","","122","24","40142","1401420115",""
"","401305","","","","","32","1","40142","1401420116",""
"","401306","","","","","32","1","40142","1401420117",""
"","0.9","","","","","93","0","40142","1401420118",""
"","se_travel_top","","","","","23","se_travel_top_aruma_21","40142","1401420119",""
"","1.1","","","","","93","0","40142","1401420120",""
"","0","","","","","111","","40142","1401420121",""
"","0","","","","","91","","40142","1401420122",""
"0.65","401300","1","0","-55","","31","401300","40151","1401510001",""
"-73","0","1","55","0","0","5","0","40151","1401510002","normal"
"","0","","","","","91","0","40151","1401510003",""
"-195","1","1.75","56","-20","0","1","1000001","40152","1401520001","travel_topdrama_r_4000_idle"
"-140","1","1.75","55","-260","0","1","1000002","40152","1401520002","travel_topdrama_r_4000_idle"
"-140","1","1.75","54","-450","0","1","1000003","40152","1401520003","travel_topdrama_r_4000_idle"
"-150","7","1","53","435","0","5","7","40152","1401520004","travel_topdrama_r_4013_static"
"-2000","8","1.75","57","-2000","0","5","8","40152","1401520005","travel_topdrama_r_4013_catch_1"
"1","401301","1","0","0","","31","401301","40152","1401520006",""
"1","401303","1","0","0","","31","401303","40152","1401520007",""
"1","401304","0","40","78","","31","401304","40152","1401520008",""
"1","401304","0","40","78","","31","4013042","40152","1401520009",""
"1","401315","0","40","78","","31","401315","40152","1401520010",""
"1","401316","0","27","103","","31","401316","40152","1401520011",""
"0.8","401307","0","36","188","","31","401307","40152","1401520012",""
"1","401309","0","120","-15","","31","401309","40152","1401520013",""
"1","401310","0","120","-15","","31","401310","40152","1401520014",""
"1","401311","0","120","-10","","31","401311","40152","1401520015",""
"1","401312","0","-42","-91","","31","401312","40152","1401520016",""
"1","401312","0","-42","-91","","31","4013122","40152","1401520017",""
"1","401312","0","-42","-81","","31","4013123","40152","1401520018",""
"1","401313","0","0","0","","31","401313","40152","1401520019",""
"1","401313","0","0","0","","31","4013132","40152","1401520020",""
"1","401313","0","0","0","","31","4013133","40152","1401520021",""
"1","400015","1","0","0","","31","401500","40152","1401520022",""
"","0","","","","","91","0","40152","1401520023",""
"","1","","","","","93","0","40152","1401520024",""
"1","1000001","0.2","0","travel_topdrama_r_4013_touch_loop","0.3","3","travel_topdrama_r_4013_touch_1","40152","1401520025",""
"","se_travel_top","","","","","23","se_travel_top_aruma_01","40152","1401520026",""
"","401309","","","","","32","1","40152","1401520027",""
"","1","","","","","93","0","40152","1401520028",""
"","7","0","0","","","3","travel_topdrama_r_4013_danger_1","40152","1401520029",""
"","1.63","","","","","93","0","40152","1401520030",""
"","se_travel_top","","","","","23","se_travel_top_aruma_04","40152","1401520031",""
"","0.04","","","","","93","0","40152","1401520032",""
"","1000001","0.3","1","","","3","travel_topdrama_r_4013_touch_loop","40152","1401520033",""
"","0.4","","","","","93","0","40152","1401520034",""
"","se_travel_top","","","","","23","se_travel_top_aruma_05","40152","1401520035",""
