56ae3d51dba688e9685f21b38d33c7ca082d643449ef3595605240f8b27a4357,37b4b42c319146292142eb64915d98520d7e2c608ac4cddd2d1c1fb485a81dbd,90ed42dcb4a2684ae4e7f60110d7a35edea700289a94dd6d899491d20200b77a,d40aba42788cbdbb87524c823e27b958175cc0d455f4bff9823f6d81db915307,ef85bf0e6e11f062a99eba6f60a516361c079214eae750fb52f2f603bad1354a,cb3b1bec8b50a661b84f441d77c827cc3eae3b84ab6a3fe8020675502b707a22,18d76642554b7b081b6eec5d65ab9e33b501fd20613956dc3af9d0bec4fac8df,ffcf71b0511f7161ab950791f4f78cbfc9c14c0a548720bdf9b0d2cad85ba761,b1a395425c8c3b8ac8904852a2a4e8887c5140505e8dd11952c832da014ca766,4b91559812a06c78bf4d1c94a895ad0e8de0beffa22ffe6fe92d5574bf4edc4c,590cae174307ee658dfb0d04c678c5b607ad065ef1971fc166014ea7ae7a6ec2,857f4001f8252c2ac4f632c6926dfd1745d795c4206f486e492c3efc8d6f7864,59c2d9bcf2cc680d2a8a1246125883f92ee2524dda6a9abc09802884f3dd8ff2,1f0cf132a89643808e729100622dcded7bbabe055dde55e2b758ead118e49fcc,69aecbaae25b26d1df9903c875ac977d36f8c1b2611f16d742def3e72be5875b,c0546417cc2437eb8e27d805dc0d8080f9689eeb52990fde8042d2666470a030,9e90d85588f5d62a6823de1552d6a724a3fb569e673470610349fb6b13ed3c75,b5ba0167618493a35f8422282231aeb888cb242281c3441da75b5e7a5fd4e0c7,c69520f146652a6840cc304974d6085548af1fe8d1ee40f26ec1fc8a29c2f54f,b4fde50b4e5ccd1d73ee42f4af0008adff068ae579cd5fe4b48b172de127f6b8,e6c3312dfa84eeebb262e79c659a73c4e77e032596fd8ab261d337572b1a3818,483015c1f5be48f18536c83e9fd60dcc72e8331cfa8d847eb5c1b6fb4d780235,59101c192848ac3d16108097ea82c210a32a91dd85a1293b455e1e43d0c6883a,2b887e881fbf5a4184272e2d4112fbc19ae090884e4b254449e4bc21bd207c00,e3ceeb47eeee888e5038591faf73fd2731de4e50f43b4864d7e5b08dcdb30b63,9311e9434d417466b2a9db2e250e2188b3b7569f00fa5aff99d9cfb9880253dc,0df9177b8759809c474fd79262b91d5cfcd0103fdf448077102d0e84147de1c1,3d25d78553a66e571fd6b2b44e07867275b3713d9494d7fc54d2db5aec30ea1e,2e63842ce507e5432ff1dde68503ade4a134945b56ac20f753dd075bf0d44b2f,e39da017882413d00285785171b849e9c1f7c56004d394c3e9aff49f62638800,f531e9b93e039e01456cc741c1a9b148f7bd98390c966e330fb637971ca27a94,07a8a56fe854d9cc06be179e7b7a9a32c98dab97a0126765c9ae1b6d1edb7eee,406285a4ceaf7ffaa5b1cbccd3e05ca5a3f646db36901a89289bf995b336f666,9037d88672933f9f68ee9c9ac0edfc7e411fd715287368f52824bfecca0106b9,79c43a8174dc547997fe129a2bb99599c10365473bd6ab6233122a6d99f3eaac,e842eba774d975629bec724a9c57528d8a47be6133b3291ee99be450037f324d,f423a2af2c7fb24e43f4b729ff191c382c7e2a26a2dd136c015eda5df9911962,e17432660ebc96a9306e3da8c5fe2d836a8925d930c9bbf502e3a4330212c942,222914302dd1067dcd6987926ad1cbec07d57f382eac9eb4e5c75f2ac6b24c16,23b6f12387c8c3627491be606b0a00e56e95cdbd7f75d3a0f0c5ead98470cf63
"0","94002","2","100","bgm_M126","103251","40004","0","0","0","1","140001","103251","90008","32007","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320070206","502007211","100","0","320070106","6"
"0","94002","2","100","bgm_M126","103252","40004","0","0","0","0.8","140001","103252","90008","32007","-50","0","1","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320070207","502007221","100","0","320070107","7"
"0","94002","2","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32007","-50","0","1.1","1","1","1","90011","bgm_M64","90002","0","90","0","0","10","25001","3200605","0","0","3","320070208","502007231","100","0","320070108","8"
"0","94002","2","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32007","-50","0","1.1","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320070209","502007241","100","0","320070109","9"
"0","140001","2","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32007","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320070210","502007251","100","0","320070110","10"
"0","140001","3","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320070301","0","700","0","0","1"
"0","140001","3","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320070302","0","900","0","0","2"
"0","140001","3","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320070303","0","900","0","0","3"
"0","140001","3","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320070304","0","1400","0","0","4"
"0","140001","3","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320070305","0","1400","0","0","5"
"0","94002","3","100","bgm_M126","103251","40004","0","0","0","1","140001","103251","90008","32007","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320070306","502007311","100","0","320070106","6"
"0","94002","3","100","bgm_M126","103252","40004","0","0","0","0.8","140001","103252","90008","32007","-50","0","1","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320070307","502007321","100","0","320070107","7"
"0","94002","3","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32007","-50","0","1.1","1","1","1","90011","bgm_M64","90002","0","90","0","0","10","25001","3200605","0","0","3","320070308","502007331","100","0","320070108","8"
"0","94002","3","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32007","-50","0","1.1","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320070309","502007341","100","0","320070109","9"
"0","140001","3","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32007","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320070310","502007351","100","0","320070110","10"
"0","140001","4","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320070401","0","700","0","0","1"
"0","140001","4","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320070402","0","900","0","0","2"
"0","140001","4","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320070403","0","900","0","0","3"
"0","140001","4","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320070404","0","1400","0","0","4"
"0","140001","4","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320070405","0","1400","0","0","5"
"0","94002","4","100","bgm_M126","103251","40004","0","0","0","1","140001","103251","90008","32007","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320070406","502007411","100","0","320070106","6"
"0","94002","4","100","bgm_M126","103252","40004","0","0","0","0.8","140001","103252","90008","32007","-50","0","1","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320070407","502007421","100","0","320070107","7"
"0","94002","4","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32007","-50","0","1.1","1","1","1","90011","bgm_M64","90002","0","90","0","0","10","25001","3200605","0","0","3","320070408","502007431","100","0","320070108","8"
"0","94002","4","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32007","-50","0","1.1","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320070409","502007441","100","0","320070109","9"
"0","140001","4","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32007","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320070410","502007451","100","0","320070110","10"
"0","140001","5","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320070501","0","700","0","0","1"
"0","140001","5","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320070502","0","900","0","0","2"
"0","140001","5","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320070503","0","900","0","0","3"
"0","140001","5","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320070504","0","1400","0","0","4"
"0","140001","5","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32007","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320070505","0","1400","0","0","5"
"0","94002","5","100","bgm_M126","103251","40004","0","0","0","1","140001","103251","90008","32007","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320070506","502007511","100","0","320070106","6"
"0","94002","5","100","bgm_M126","103252","40004","0","0","0","0.8","140001","103252","90008","32007","-50","0","1","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320070507","502007521","100","0","320070107","7"
"0","94002","5","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32007","-50","0","1.1","1","1","1","90011","bgm_M64","90002","0","90","0","0","10","25001","3200605","0","0","3","320070508","502007531","100","0","320070108","8"
"0","94002","5","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32007","-50","0","1.1","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320070509","502007541","100","0","320070109","9"
"0","140001","5","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32007","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320070510","502007551","100","0","320070110","10"
"0","140001","1","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080101","0","700","0","0","1"
"0","140001","1","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080102","0","900","0","0","2"
"0","140001","1","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320080103","0","900","0","0","3"
"0","140001","1","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320080104","0","1400","0","0","4"
"0","140001","1","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320080105","0","1400","0","0","5"
"0","94002","1","100","bgm_M126","103251","40004","0","0","0","1.1","140001","103251","90008","32008","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320080106","502008111","100","0","320080106","6"
"0","94002","1","100","bgm_M126","103252","40004","0","0","0","1.1","140001","103252","90008","32008","-50","0","0.8","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320080107","502008121","100","0","320080107","7"
"0","94002","1","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32008","-50","0","0.95","1","1","1","90011","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080108","502008131","100","0","320080108","8"
"0","94002","1","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32008","-50","0","1.5","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080109","502008141","100","0","320080109","9"
"0","140001","1","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32008","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320080110","502008151","100","0","320080110","10"
"0","140001","2","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080201","0","700","0","0","1"
"0","140001","2","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080202","0","900","0","0","2"
"0","140001","2","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320080203","0","900","0","0","3"
"0","140001","2","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320080204","0","1400","0","0","4"
"0","140001","2","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320080205","0","1400","0","0","5"
"0","94002","2","100","bgm_M126","103251","40004","0","0","0","1.1","140001","103251","90008","32008","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320080206","502008211","100","0","320080106","6"
"0","94002","2","100","bgm_M126","103252","40004","0","0","0","1.1","140001","103252","90008","32008","-50","0","0.8","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320080207","502008221","100","0","320080107","7"
"0","94002","2","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32008","-50","0","0.95","1","1","1","90011","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080208","502008231","100","0","320080108","8"
"0","94002","2","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32008","-50","0","1.5","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080209","502008241","100","0","320080109","9"
"0","140001","2","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32008","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320080210","502008251","100","0","320080110","10"
"0","140001","3","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080301","0","700","0","0","1"
"0","140001","3","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080302","0","900","0","0","2"
"0","140001","3","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320080303","0","900","0","0","3"
"0","140001","3","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320080304","0","1400","0","0","4"
"0","140001","3","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320080305","0","1400","0","0","5"
"0","94002","3","100","bgm_M126","103251","40004","0","0","0","1.1","140001","103251","90008","32008","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320080306","502008311","100","0","320080106","6"
"0","94002","3","100","bgm_M126","103252","40004","0","0","0","1.1","140001","103252","90008","32008","-50","0","0.8","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320080307","502008321","100","0","320080107","7"
"0","94002","3","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32008","-50","0","0.95","1","1","1","90011","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080308","502008331","100","0","320080108","8"
"0","94002","3","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32008","-50","0","1.5","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080309","502008341","100","0","320080109","9"
"0","140001","3","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32008","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320080310","502008351","100","0","320080110","10"
"0","140001","4","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080401","0","700","0","0","1"
"0","140001","4","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080402","0","900","0","0","2"
"0","140001","4","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320080403","0","900","0","0","3"
"0","140001","4","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320080404","0","1400","0","0","4"
"0","140001","4","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320080405","0","1400","0","0","5"
"0","94002","4","100","bgm_M126","103251","40004","0","0","0","1.1","140001","103251","90008","32008","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320080406","502008411","100","0","320080106","6"
"0","94002","4","100","bgm_M126","103252","40004","0","0","0","1.1","140001","103252","90008","32008","-50","0","0.8","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320080407","502008421","100","0","320080107","7"
"0","94002","4","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32008","-50","0","0.95","1","1","1","90011","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080408","502008431","100","0","320080108","8"
"0","94002","4","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32008","-50","0","1.5","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080409","502008441","100","0","320080109","9"
"0","140001","4","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32008","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320080410","502008451","100","0","320080110","10"
"0","140001","5","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080501","0","700","0","0","1"
"0","140001","5","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320080502","0","900","0","0","2"
"0","140001","5","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320080503","0","900","0","0","3"
"0","140001","5","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320080504","0","1400","0","0","4"
"0","140001","5","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32008","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320080505","0","1400","0","0","5"
"0","94002","5","100","bgm_M126","103251","40004","0","0","0","1.1","140001","103251","90008","32008","-50","0","1","1","1","1","90009","bgm_M126","90002","0","90","0","1","0","25001","3200605","0.8","0.8","5","320080506","502008511","100","0","320080106","6"
"0","94002","5","100","bgm_M126","103252","40004","0","0","0","1.1","140001","103252","90008","32008","-50","0","0.8","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320080507","502008521","100","0","320080107","7"
"0","94002","5","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32008","-50","0","0.95","1","1","1","90011","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080508","502008531","100","0","320080108","8"
"0","94002","5","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32008","-50","0","1.5","1","1","1","90009","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320080509","502008541","100","0","320080109","9"
"0","140001","5","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32008","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320080510","502008551","100","0","320080110","10"
"0","140001","1","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320090101","0","700","0","0","1"
"0","140001","1","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320090102","0","900","0","0","2"
"0","140001","1","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320090103","0","900","0","0","3"
"0","140001","1","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320090104","0","1400","0","0","4"
"0","140001","1","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320090105","0","1400","0","0","5"
"0","94002","1","100","bgm_M126","103251","40004","0","0","0","1.2","140001","103251","90008","32009","-50","0","0.8","1","1","1","90009","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320090106","502009111","100","0","320090106","6"
"0","94002","1","100","bgm_M126","103252","40004","0","0","0","1.1","140001","103252","90008","32009","-50","0","0.8","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320090107","502009121","100","0","320090107","7"
"0","94002","1","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32009","-50","0","0.9","1","1","1","90011","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320090108","502009131","100","0","320090108","8"
"0","94002","1","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32009","-50","0","1.2","1","1","1","90009","bgm_M64","90002","0","90","0","0","-20","25001","3200605","0","0","3","320090109","502009141","100","0","320090109","9"
"0","140001","1","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32009","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320090110","502009151","100","0","320090110","10"
"0","140001","2","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320090201","0","700","0","0","1"
"0","140001","2","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320090202","0","900","0","0","2"
"0","140001","2","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320090203","0","900","0","0","3"
"0","140001","2","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320090204","0","1400","0","0","4"
"0","140001","2","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320090205","0","1400","0","0","5"
"0","94002","2","100","bgm_M126","103251","40004","0","0","0","1.2","140001","103251","90008","32009","-50","0","0.8","1","1","1","90009","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320090206","502009211","100","0","320090106","6"
"0","94002","2","100","bgm_M126","103252","40004","0","0","0","1","140001","103252","90008","32009","-50","0","0.8","1","1","1","90010","bgm_M126","90002","0","90","0","0.8","0","25001","3200605","0.8","0.8","5","320090207","502009221","100","0","320090107","7"
"0","94002","2","100","bgm_M64","103253","40004","0","0","0","0","140001","103253","90008","32009","-50","0","0.9","1","1","1","90011","bgm_M64","90002","0","90","0","0","0","25001","3200605","0","0","3","320090208","502009231","100","0","320090108","8"
"0","94002","2","100","bgm_M64","103261","40006","0","0","0","0","140001","103261","90008","32009","-50","0","1.2","1","1","1","90009","bgm_M64","90002","0","90","0","0","-20","25001","3200605","0","0","3","320090209","502009241","100","0","320090109","9"
"0","140001","2","100","bgm_M63","103262","40007","0","0","0","0","25001","103262","94002","32009","-50","0","1.1","1","1","1","90002","bgm_M63","90008","0","90","0","0","0","0","3200605","0","0","3","320090210","502009251","100","0","320090110","10"
"0","140001","3","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320090301","0","700","0","0","1"
"0","140001","3","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200601","0","0","1","320090302","0","900","0","0","2"
"0","140001","3","50","bgm_M06","103243","40005","0","0","0","0","25001","103243","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200602","0","0","1","320090303","0","900","0","0","3"
"0","140001","3","50","bgm_M06","103241","40005","0","0","0","0","25001","103241","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","0","3200603","0","0","1","320090304","0","1400","0","0","4"
"0","140001","3","50","bgm_M06","103242","40005","0","0","0","0","25001","103242","94002","32009","-50","0","0","0","1.2","0","90002","bgm_M06","90008","0","90","0","0","0","90005","3200604","0","0","1","320090305","0","1400","0","0","5"
