1700f2d0f319bbf2f1f956ab15f6e9a070a5861b2e599306d2fd93ea3dc00e9d,61c25a920b4d6b5d4880d87c0e51bf8a7400c87cc23218bf3d8bc438b50563d7,38bc966321509379f46e2aebf901947ee0bfffe912c12bade9a2e37c2a7df26e,008dbb96bf400a38128c7fbf7fc92cecdc7ecd0114c114a93f65feac198afdbb,8ac76560966eb667ccf0d16a13be35909a6aac1b87a03f5ef90b0afa16ba68af,51639e1e1feea95d400c2dceb4ea2fe01ff17e55bfe47ccb6bb2544b525e1ecb,08600cc79476fd4259d6cd1dd612bbd0cf929afb46e5a152858785bb3163e6c6,0130293579b8ded3fdace6139c7614aa3ae4f938206f2ad2ac0b726b68c30f68,b0dd512f9567a54532b5998c4e3271b14d08e8ec3979aff1e100a7a2dbeff922,be5cbd1bbe79fd4640d7c85c84588eb3bbfe0d85dd131cc55ba32f78b5631684,be27f309d5ba9354725feb54a4f5ff68ebfa6843c94fdcfb5fd109552d2d5061,cf6543676b782b0b1a4d8464fde191db7ed3fac661b50d84eb5a7f14ffcd30e5
"","0","1","0","","0","0","2","60004","3","557","今日の運勢は中吉！　ラッキーアイテムはかわいいもの！　　　　ア、アタシはかわいいじゃなくてキレイだってば！　も～っ！"
"","0","2","0","","0","0","2","60004","3","558","今日の運勢は中吉！　悩まず行動すれば強運に恵まれる！　　　　守るよりも攻めるが吉だ！　勝負事をするにはいい運勢だな！"
"","0","1","0","","0","0","2","60004","3","559","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？"
"","0","1","0","","0","0","2","60004","3","560","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！"
"","0","1","0","","0","0","2","60004","3","561","今日の運勢は中吉！　健康に気を遣って気持ちのいい一年を！\n体に不調があるときは遠慮なく言いなさい、隅々まで調べてあげる"
"","0","1","0","","0","0","2","60004","3","562","今日の運勢は中吉！　歌を口ずさみ、幸運を呼び込もう！\n幸運になれるかは分からないけど……一緒に、歌いましょ？"
"","0","1","0","","0","0","2","60004","3","563","今日の運勢は中吉！　誰かに尽くすことで掴める幸せもあるかも？\n人事を尽くして天命を待つ！　さ、年始もバリバリ働きますわよ♪"
"","0","1","0","","0","0","2","60004","4","564","今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！"
"","0","1","0","","0","0","2","60004","4","565","今日の運勢は小吉！　無理は禁物、お家で静かにしていましょう　プロぼっちの私が、お家での過ごし方……教えてあげましょうか？"
"","0","1","0","","0","0","2","60004","4","566","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！"
"","0","2","0","","0","0","2","60004","4","567","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！"
"","0","1","0","","0","0","2","60004","4","568","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～"
"","0","1","0","","0","0","2","60004","4","569","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？"
"","0","2","0","","0","0","2","60004","4","570","今日の運勢は小吉！　小さな勇気で踏み出す一歩が大事！\n遠くから見てるだけじゃダメ。今日は、少しだけ近づいてみます！"
"カリン","2","0","0","","0","190804","3","60004","0","571","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪"
"カリン","3","0","0","","7","190804","3","60004","0","572","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします"
"カリン","1","1","0","","0","190804","1","60005","0","573","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪"
"","0","1","0","","0","0","2","60005","1","574","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！"
"","0","1","0","","0","0","2","60005","1","575","今日の運勢は姫吉！　ずっと祈り続けていた願いが叶うかも！\nきっとあんたならたどり着けるわ、ハッピーエンドのその先に"
"","0","2","0","","0","0","2","60005","1","576","今日の運勢は姫吉！　道を歩けば幸運に当たる、最高の吉日！　　さすがは兄様。尽善尽美、金甌無欠の強運をお持ちですね。"
"","0","2","0","","0","0","2","60005","1","577","今日の運勢は姫吉！　旅立ち、どこへ行くもよし！　　　　　　　新年の門出も、お兄さんと一緒です♪　冒険にしゅっぱーつ♪"
"","0","2","0","","0","0","2","60005","1","578","今日の運勢は姫吉！　一日三食食べれば健康運アップ！　　　　　おせち。おぞうに。もっと、たべよ？　お兄。"
"","0","1","0","","0","0","2","60005","2","579","今日の運勢は大吉！　あなたの趣味がもっと広がるかも！\nかんわゆ～～～いショタと～騎士きゅんもゲット～んふふ～♪"
"","0","1","0","","0","0","2","60005","2","580","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？"
"","0","1","0","","0","0","2","60005","2","581","今日の運勢は大吉！　日々の努力が実り、何事も良い方向へ！　　そんな弟くんには、お姉ちゃんのよしよしぎゅ～っをプレゼント♪"
"","0","2","0","","0","0","2","60005","2","582","今日の運勢は大吉！　お出かけするといいことあるかも？　　　　また一緒に、お忍びデートしてくださいね……騎士♪"
"","0","2","0","","0","0","2","60005","2","583","今日の運勢は大吉！　転居するならあたたかい場所が吉！　　　　煉獄の世なれど、住めば都と申しんす。ゆるりときなんせ……♪"
"","0","1","0","","0","0","2","60005","3","584","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！"
"","0","1","0","","0","0","2","60005","3","585","今日の運勢は中吉！　誰かに尽くすことで掴める幸せもあるかも？\n人事を尽くして天命を待つ！　さ、年始もバリバリ働きますわよ♪"
"","0","1","0","","0","0","2","60005","3","586","今日の運勢は中吉！　歌を口ずさみ、幸運を呼び込もう！\n幸運になれるかは分からないけど……一緒に、歌いましょ？"
"","0","1","0","","0","0","2","60005","3","587","今日の運勢は中吉！　健康に気を遣って気持ちのいい一年を！\n体に不調があるときは遠慮なく言いなさい、隅々まで調べてあげる"
"","0","1","0","","0","0","2","60005","3","588","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪"
"","0","2","0","","0","0","2","60005","3","589","今日の運勢は中吉！　争いごとは勝つが油断は大敵！　　　　　　ま、このあたしと一緒なら、向かうところ敵はねーですよっ！"
"","0","2","0","","0","0","2","60005","3","590","今日の運勢は中吉！　ラッキーアイテムは「光るもの」！　　　　ハツネちゃんの「きらーんっ☆」な魔法、見せちゃおうかなっ？"
"","0","1","0","","0","0","2","60005","4","591","今日の運勢は小吉！　のんびり穏やかな一日となるでしょう！　　あなた様を邪魔するものは全てエリコが排除しますわ、クスクス♪"
"","0","1","0","","0","0","2","60005","4","592","今日の運勢は小吉！　小さな勇気で踏み出す一歩が大事！\n遠くから見てるだけじゃダメ。今日は、少しだけ近づいてみます！"
"","0","1","0","","0","0","2","60005","4","593","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪"
"","0","1","0","","0","0","2","60005","4","594","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！"
"","0","1","0","","0","0","2","60005","4","595","今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！"
"","0","2","0","","0","0","2","60005","4","596","今日の運勢は小吉！　空を眺めると気持ちが晴れやかに！　　　　眺めるだけじゃなくて、ひとっ飛びしちゃいましょうかっ♪"
"","0","2","0","","0","0","2","60005","4","597","今日の運勢は小吉！　掃除をすると運勢が開けそう！　　　　　　「わ、めんど」「ヴルムっ！　新年早々サボっちゃダメなんだからね！」"
"カリン","2","0","0","","0","190804","3","60005","0","598","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪"
"カリン","3","0","0","","7","190804","3","60005","0","599","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします"
